lyrics,artiste
Dance music sex romance,Prince
Dance music sex romance,Prince
Dance music sex romance,Prince
Dance music sex romance,Prince
U ask me if I love U it's automatic,Prince
Cuz every time U leave me I die that's automatic 2,Prince
U ask me 2 forgive U when U know I'm just an addict,Prince
So stop the music baby U know You're all I wanna do,Prince
Hey,Prince
U ask me if I'll kiss U it's automatic,Prince
I would never leave U no matter what U do,Prince
Stop the music baby U know I'm an automatic fool,Prince
Hey,Prince
I'll go down on U all night long it's automatic,Prince
And even when I'm right I'll be wrong,Prince
Hey,Prince
Tell me what 2 do babe,Prince
Hey,Prince
Hey,Prince
Alright alright,Prince
Yeah yeah yeah,Prince
Hey,Prince
C'mon baby,Prince
Don't say no man has ever tasted your ice cream,Prince
Baby you're the purple star in the night supreme,Prince
You'll always be a virgin for no man deserves your love,Prince
I only pray that when U dream I'm the 1 U dream of,Prince
I pray that when U dream U dream of how we kissed,Prince
Not with our lips but with our souls,Prince
Stop me if I bore U,Prince
Why is it that I think we'd be so good in bed?,Prince
Can U hear me? Why do I love U so much?,Prince
It's strange I'm more comfortable around U when I'm naked,Prince
Can U hear me?,Prince
I wonder if U have any mercy don't torture me,Prince
Stop the music baby automatic fool,Prince
When it comes 2 U I'm automatic baby,Prince
There's no 1 else like me,Prince
I'm the best you'll ever find,Prince
No 1 else could understand U you're 2 complex,Prince
They say nothing's perfect but they don't know U,Prince
That's automatic 2,Prince
Yes I'm addicted 2 your pleasure,Prince
I'm addicted 2 your pain,Prince
Automatically insane,Prince
Hey,Prince
Fasten your seat belts,Prince
Prepare 4 takeoff,Prince
Can't figure out why U make me beg,Prince
U think you're special well so do I,Prince
Why do special women make me cry?,Prince
Must be something in the water they drink,Prince
It's been the same with every girl I've had,Prince
Must be something in the water they drink,Prince
'Cuz why else would a woman wanna treat a man so bad?,Prince
Some people think I'm kinda cute,Prince
What's the hangup? What's the scam?,Prince
Guess U think I'm just another 1...1 of your fans,Prince
Must be something in the water they drink,Prince
It's been the same with every girl I've had,Prince
Must be something in the water U drink,Prince
'Cuz why else would a woman wanna treat a man so bad?,Prince
I've got 2 get 2 U baby,Prince
Some people think I'm kinda smart,Prince
Why must a fella stop with U before he starts?,Prince
I'd buy U clothing buy U fancy cars,Prince
But U gotta talk 2 me baby tell me who U really r,Prince
Must be something in the water they drink,Prince
It's been the same with every girl I've had,Prince
Must be something in the water U drink,Prince
Why else would a woman wanna treat a man so bad?,Prince
So do I,Prince
Why in God's name,Prince
Do U wanna make me cry?,Prince
Why? Why?,Prince
I do love U. I do.,Prince
Or else I wouldn't go through all the things I do,Prince
Don't sleep 'til the sunrise listen 2 the falling rain,Prince
Don't worry 'bout tomorrow don't worry 'bout your pain,Prince
Don't cry unless you're happy don't smile unless you're blue,Prince
Never let that lonely monster take control of U,Prince
Be glad that U r free,Prince
Free 2 change your mind,Prince
Free 2 go most anywhere anytime,Prince
Be glad that U r free,Prince
There's many a man who's not,Prince
Be glad 4 what U had baby what you've got,Prince
Be glad 4 what you've got,Prince
If U take your life 4 granted your beating heart will go,Prince
So don't sleep until you're guilty 'cuz sinners all r we,Prince
There's others doing far worse than us so be glad that U r free,Prince
Be glad that U r free,Prince
Free 2 change your mind,Prince
Free 2 go most anywhere anytime,Prince
Be glad that U r free,Prince
There's many a man who's not,Prince
Be glad 4 what U had baby what you've got,Prince
Be glad 4 what you've got,Prince
Soldiers are a marching they're writing brand new laws,Prince
Will we all fight together 4 the most important cause?,Prince
Will we all fight 4 the right 2 be free?,Prince
Taxi! Taxi!,Prince
Don't know where I'm goin' 'cuz I don't know where I've been,Prince
Promise I'll tell U no lies,Prince
Trouble winds r blowin' I'm growin' cold,Prince
Lady cab driver roll up your window fast,Prince
Lately trouble winds r blowin' hard and I don't know if I can last,Prince
I know that's not the way 2 be,Prince
Don't want isolation but the air it makes me cold,Prince
Drive it baby drive it drive this demon out of me,Prince
Take me 2 your mansion,Prince
Honey let's go everywhere,Prince
Help me girl I'm drownin' mass confusion in my head,Prince
Will U accept my tears 2 pay the fare?,Prince
Lady cab driver roll up your wndow fast,Prince
Lately trouble winds r blowin' hard and I don't know if I can last,Prince
Lady cab driver roll up your window fast,Prince
Lately trouble winds r blowin' hard and I don't know if I can last,Prince
This is 4 the cab U have 2 drive 4 no money at all,Prince
This is 4 why I wasn't born like my brother handsome and tall,Prince
This is 4 politicians who r bored and believe in war,Prince
This is 4 discrimination and egotists who think supreme,Prince
And this is 4 whoever taught U how 2 kiss in designer jeans,Prince
The ones that don't know how 2 give,Prince
This 1's 4 Yosemite Sam and the tourists at Disneyland,Prince
This is 4 the sun the moon the stars the tourists at Disneyland,Prince
This is 4 the ocean the sea the shore,Prince
This is 4 the women so beautifully complex,Prince
This 1's 4 love without sex,Prince
This is 4 the wind that blows no matter how fast or slow,Prince
Not knowing where I'm going,Prince
This galaxy's better than not having a place 2 go,Prince
Lady cab driver,Prince
Lady cab driver,Prince
Lady cab driver,Prince
Lady cab driver,Prince
Lady cab driver,Prince
Lady cab driver,Prince
Lady cab driver,Prince
All the critics love U in New York,Prince
The reason that you're cool,Prince
Is 'cuz you're from the old school and they know it,Prince
All the critics love U in New York,Prince
All the critics love U all the critics love U,Prince
All the critics love U in New York,Prince
It's time 4 a new direction,Prince
It's time 4 jazz 2 die,Prince
4th day of November,Prince
We need a purple high,Prince
All the critics love U in New York,Prince
All the critics love U in New York,Prince
All the critics love U all the critics love U,Prince
All the critics love U in New York,Prince
Body don't wanna quit gotta get another hit,Prince
Body don't wanna quit gotta get another hit,Prince
Body don't wanna quit gotta get another hit,Prince
Body don't wanna quit gotta get another hit,Prince
All the critics love U all the critics love U,Prince
All the critics love U in New York,Prince
Whaddayou lookin' at punk?,Prince
Look out all U hippies U ain't as sharp as me,Prince
U can dance if U want 2,Prince
All the critics love U in New York,Prince
All the critics love U in New York,Prince
All the critics love U in New York,Prince
Take a bath hippies!,Prince
All the critics love U in New York,Prince
All the critics love U in New York,Prince
All the critics love U in New York,Prince
All the critics love U in New York,Prince
New York,Prince
New York,Prince
New York,Prince
New York,Prince
New York,Prince
May I have this dance?,Prince
Darlin' it appears 2 me,Prince
That U could use a date tonight,Prince
A body that'll do U right,Prince
But this body here is free tonight,Prince
Your very own first class flight,Prince
My plane's parked right outside baby,Prince
I'm an international lover yeah that's right,Prince
Let me take U 'round the world,Prince
I'll buy U diamonds and pearls,Prince
Only if you're good girl,Prince
Darlin' I know it's been a long time,Prince
Since you've been satisfied,Prince
I can tell by the look in your eyes,Prince
Baby maybe if you're good girl,Prince
I'll introduce U 2 my ride,Prince
Don't U wanna come inside?,Prince
C'mon baby I won't fly 2 fast I've got so,Prince
That's right baby,Prince
Let me take U 'round the world yeahyeah,Prince
I will buy U diamonds and pearls baby,Prince
Gotta be good U gotta be good yeah yeah please,Prince
Good evening. This is your pilot Prince speaking.,Prince
U r flying aboard the Seduction 747,Prince
And this plane is fully equipped with anything your body desires,Prince
If 4 any reason there is a loss in cabin pressure,Prince
I will automatically drop down 2 apply more,Prince
2 activate the flow of excitement,Prince
Extinguish all clothing materials and pull my body close 2 yours,Prince
Place my lips over your mouth and kiss kiss normally,Prince
In the event there is overexcitement,Prince
Your seat cushion may be used as a flotation device,Prince
We ask that U please observe the No Letting Go sign,Prince
I anticipate a few turbulence along the way,Prince
We r now making our final approach 2 Satisfaction,Prince
Please bring your lips your arms your hips,Prince
Into the upright and locked position,Prince
Yeah,Prince
Yeah yeah yeah yeah yeah yeah,Prince
Welcome 2 Satisfaction,Prince
Please remain awake until the aircraft has come 2 a complete stop,Prince
Thank U 4 flying Prince International,Prince
Remember next time U fly fly the International Lover,Prince
Dearly beloved,Prince
We are gathered here today,Prince
2 get through this thing called life,Prince
Electric word life,Prince
It means forever and that's a mighty long time,Prince
But I'm here 2 tell u,Prince
There's something else,Prince
The afterworld,Prince
A world of never ending happiness,Prince
U can always see the sun day or night,Prince
So when u call up that shrink in Beverly Hills,Prince
Instead of asking him how much of your time is left,Prince
Ask him how much of your mind baby,Prince
'Cuz in this life,Prince
Things are much harder than in the afterworld,Prince
In this life,Prince
You're on your own,Prince
If u don't like the world you're living in,Prince
Take a look around u,Prince
At least u got friends,Prince
U see I called my old lady,Prince
4 a friendly word,Prince
She picked up the phone,Prince
Dropped it on the floor,Prince
Bring us down,Prince
Oh no Let's Go!,Prince
Let's go crazy,Prince
Let's get nuts,Prince
Let's look 4 the purple banana,Prince
Til they put us in the truck let's go!,Prince
We're all excited,Prince
But we don't know why,Prince
Maybe it's cuz,Prince
We're all gonna die,Prince
U better live now,Prince
Before the grim reaper come knocking on your door,Prince
Oh no let's go!,Prince
Let's go crazy,Prince
Let's get nuts,Prince
Look 4 the purple banana,Prince
Til they put us in the truck let's go!,Prince
C'mon baby,Prince
Let's get nuts,Prince
Yeah,Prince
Crazy,Prince
Let's go crazy,Prince
Oh no let's go!,Prince
Go crazy,Prince
Let's go let's go,Prince
Go,Prince
Let's go,Prince
Dr. Everything'll be alright,Prince
Will make everything go wrong,Prince
Pills and thrills and dafodills will kill,Prince
Hang tough children,Prince
He's coming,Prince
He's coming,Prince
Coming,Prince
Take me away!,Prince
I can't disguise the pounding of my heart,Prince
It beats so strong,Prince
It's in your eyes what can I say,Prince
They turn me on,Prince
I don't care where we go,Prince
I don't care what we do,Prince
I don't care pretty baby,Prince
Just take me with u,Prince
Come on and touch the place in me,Prince
That's calling out your name,Prince
We want each other oh so much,Prince
